,actual,predicted,repeat,fold
0,49.117,49.250923,0,0
1,56.844,55.893883,0,0
2,50.1,50.053562,0,0
3,50.1,49.18093,0,0
4,46.553,54.936565,0,0
5,68.5,68.25186,0,0
6,49.199,51.5256,0,0
7,47.991,49.679317,0,0
8,46.553,49.776943,0,0
9,54.665,48.50052,0,0
10,49.199,52.283398,0,0
11,66.718,65.32616,0,0
12,66.8,64.737656,0,0
13,52.035,57.995556,0,0
14,55.698,56.23875,0,0
15,64.728,65.19079,0,0
16,61.596,59.504223,0,0
17,66.718,66.630325,0,0
18,68.51,60.511913,0,0
19,50.02,51.536816,0,0
20,63.145,59.663593,0,0
21,50.72,53.811085,0,0
22,50.02,50.65736,0,0
23,47.991,49.293247,0,0
24,51.967,58.046898,0,0
25,67.32,66.515915,0,0
26,67.515,66.50232,0,0
27,49.117,48.91894,0,0
28,51.967,53.66364,0,0
29,61.596,52.585155,0,0
30,47.963,47.696625,0,0
31,55.698,58.949448,0,0
32,63.145,61.567165,0,0
33,64.02,64.54469,0,0
34,66.914,67.52577,0,0
35,66.18,66.84415,0,0
36,68.51,65.18468,0,0
37,59.879,59.513706,0,0
38,50.02,50.817265,0,0
39,66.718,66.97063,0,0
40,61.596,59.47534,0,0
41,54.665,56.577335,0,0
42,63.145,58.71692,0,0
43,66.18,60.45226,0,0
44,66.914,66.45897,0,0
45,64.15,65.94177,0,0
46,49.12,50.14916,0,0
47,63.145,59.444412,0,0
48,54.665,52.33266,0,0
49,50.72,49.764973,0,0
50,53.068,55.622574,0,0
51,51.967,59.711086,0,0
52,64.15,65.54228,0,0
53,68.51,64.80211,0,0
54,67.32,65.65189,0,0
55,47.963,48.247364,0,0
56,68.5,68.25336,0,0
57,46.553,49.35828,0,0
58,53.068,55.90292,0,0
59,64.15,64.84825,0,0
60,68.5,65.3053,0,0
61,47.991,49.65189,0,0
62,68.5,67.48086,0,0
63,47.963,48.2065,0,0
64,66.718,67.534935,0,0
65,68.51,63.83877,0,0
66,50.72,49.882984,0,0
67,66.718,67.047485,0,0
68,61.596,59.76054,0,0
69,49.157,49.577812,0,0
70,54.665,56.128723,0,0
71,50.363,52.0815,0,0
72,54.665,53.83812,0,0
73,47.991,51.44476,0,0
74,66.914,67.221054,0,0
75,59.879,61.003048,0,0
76,64.02,59.246178,0,0
77,52.035,56.37325,0,0
78,50.1,57.518475,0,0
79,50.363,50.089092,0,0
80,66.54,66.136986,0,0
81,64.15,67.079384,0,0
82,61.596,56.757748,0,0
83,49.12,48.189476,0,0
84,49.117,49.721645,0,1
85,56.844,56.300125,0,1
86,50.1,49.708942,0,1
87,50.1,48.24686,0,1
88,46.553,56.509502,0,1
89,68.5,69.331894,0,1
90,49.199,51.306408,0,1
91,47.991,49.000027,0,1
92,46.553,49.07583,0,1
93,54.665,48.175934,0,1
94,49.199,52.074825,0,1
95,66.718,65.02544,0,1
96,66.8,65.156334,0,1
97,52.035,57.81359,0,1
98,55.698,55.755875,0,1
99,64.728,65.572876,0,1
100,61.596,57.846073,0,1
101,66.718,66.911026,0,1
102,68.51,60.995472,0,1
103,50.02,51.49336,0,1
104,63.145,57.998344,0,1
105,50.72,53.089878,0,1
106,50.02,49.984943,0,1
107,47.991,48.660984,0,1
108,51.967,56.90794,0,1
109,67.32,66.85705,0,1
110,67.515,66.70483,0,1
111,49.117,49.39548,0,1
112,51.967,52.39617,0,1
113,61.596,50.11534,0,1
114,47.963,46.693096,0,1
115,55.698,59.147266,0,1
116,63.145,59.980408,0,1
117,64.02,64.24423,0,1
118,66.914,65.86706,0,1
119,66.18,66.48467,0,1
120,68.51,64.34381,0,1
121,59.879,57.15765,0,1
122,50.02,50.34771,0,1
123,66.718,66.79007,0,1
124,61.596,59.996784,0,1
125,54.665,55.848507,0,1
126,63.145,56.284096,0,1
127,66.18,61.089638,0,1
128,66.914,66.67404,0,1
129,64.15,65.38678,0,1
130,49.12,49.095722,0,1
131,63.145,57.750935,0,1
132,54.665,50.707283,0,1
133,50.72,50.368423,0,1
134,53.068,55.196087,0,1
135,51.967,60.26611,0,1
136,64.15,65.13523,0,1
137,68.51,64.46147,0,1
138,67.32,65.30597,0,1
139,47.963,47.677593,0,1
140,68.5,68.13413,0,1
141,46.553,49.988567,0,1
142,53.068,54.93604,0,1
143,64.15,64.33751,0,1
144,68.5,64.1256,0,1
145,47.991,49.963413,0,1
146,68.5,67.28722,0,1
147,47.963,47.815895,0,1
148,66.718,67.39757,0,1
149,68.51,64.10915,0,1
150,50.72,50.032658,0,1
151,66.718,67.22758,0,1
152,61.596,60.09495,0,1
153,49.157,51.173435,0,1
154,54.665,56.534748,0,1
155,50.363,51.20921,0,1
156,54.665,53.823956,0,1
157,47.991,51.703156,0,1
158,66.914,67.922585,0,1
159,59.879,60.06008,0,1
160,64.02,58.78397,0,1
161,52.035,57.104183,0,1
162,50.1,55.692425,0,1
163,50.363,50.70586,0,1
164,66.54,66.05926,0,1
165,64.15,65.151024,0,1
166,61.596,56.786247,0,1
167,49.12,48.733936,0,1
168,49.117,50.03364,0,2
169,56.844,56.397266,0,2
170,50.1,50.21828,0,2
171,50.1,49.962936,0,2
172,46.553,57.04745,0,2
173,68.5,68.87903,0,2
174,49.199,51.330433,0,2
175,47.991,50.02359,0,2
176,46.553,49.900806,0,2
177,54.665,47.811283,0,2
178,49.199,52.294506,0,2
179,66.718,65.49259,0,2
180,66.8,64.874115,0,2
181,52.035,58.441486,0,2
182,55.698,55.78713,0,2
183,64.728,64.989975,0,2
184,61.596,60.297375,0,2
185,66.718,67.106316,0,2
186,68.51,61.593246,0,2
187,50.02,52.887215,0,2
188,63.145,59.31846,0,2
189,50.72,53.708706,0,2
190,50.02,51.162617,0,2
191,47.991,49.69756,0,2
192,51.967,57.830917,0,2
193,67.32,67.07492,0,2
194,67.515,67.37968,0,2
195,49.117,48.790085,0,2
196,51.967,52.631287,0,2
197,61.596,52.79842,0,2
198,47.963,47.66499,0,2
199,55.698,59.765327,0,2
200,63.145,61.48073,0,2
201,64.02,63.137466,0,2
202,66.914,67.16023,0,2
203,66.18,67.392426,0,2
204,68.51,65.14169,0,2
205,59.879,62.01297,0,2
206,50.02,51.169334,0,2
207,66.718,67.307816,0,2
208,61.596,60.63596,0,2
209,54.665,55.77261,0,2
210,63.145,58.752384,0,2
211,66.18,62.133053,0,2
212,66.914,65.9556,0,2
213,64.15,65.94355,0,2
214,49.12,50.09977,0,2
215,63.145,59.325592,0,2
216,54.665,52.46815,0,2
217,50.72,50.152676,0,2
218,53.068,55.361275,0,2
219,51.967,60.590755,0,2
220,64.15,65.838,0,2
221,68.51,64.961624,0,2
222,67.32,66.06971,0,2
223,47.963,48.109104,0,2
224,68.5,67.61854,0,2
225,46.553,49.190266,0,2
226,53.068,56.512554,0,2
227,64.15,64.96126,0,2
228,68.5,64.854645,0,2
229,47.991,50.409283,0,2
230,68.5,67.02501,0,2
231,47.963,48.337658,0,2
232,66.718,68.073784,0,2
233,68.51,64.839485,0,2
234,50.72,50.04571,0,2
235,66.718,67.55285,0,2
236,61.596,60.91464,0,2
237,49.157,50.38241,0,2
238,54.665,55.99151,0,2
239,50.363,51.492313,0,2
240,54.665,55.35368,0,2
241,47.991,51.993786,0,2
242,66.914,67.235504,0,2
243,59.879,59.548725,0,2
244,64.02,59.042194,0,2
245,52.035,56.974808,0,2
246,50.1,57.802063,0,2
247,50.363,51.00664,0,2
248,66.54,66.00981,0,2
249,64.15,67.95257,0,2
250,61.596,57.727158,0,2
251,49.12,48.83221,0,2
252,49.117,49.16428,0,3
253,56.844,56.447186,0,3
254,50.1,50.14031,0,3
255,50.1,49.599922,0,3
256,46.553,55.535038,0,3
257,68.5,68.52495,0,3
258,49.199,51.251152,0,3
259,47.991,48.82227,0,3
260,46.553,48.94131,0,3
261,54.665,48.438316,0,3
262,49.199,52.227623,0,3
263,66.718,65.70659,0,3
264,66.8,65.553696,0,3
265,52.035,58.18588,0,3
266,55.698,56.36806,0,3
267,64.728,64.95818,0,3
268,61.596,58.80811,0,3
269,66.718,66.639725,0,3
270,68.51,61.544235,0,3
271,50.02,51.13514,0,3
272,63.145,59.819775,0,3
273,50.72,53.27177,0,3
274,50.02,50.416615,0,3
275,47.991,49.021324,0,3
276,51.967,58.05931,0,3
277,67.32,66.579315,0,3
278,67.515,66.32727,0,3
279,49.117,48.824993,0,3
280,51.967,52.674564,0,3
281,61.596,51.05383,0,3
282,47.963,47.62702,0,3
283,55.698,59.3966,0,3
284,63.145,62.08321,0,3
285,64.02,63.83903,0,3
286,66.914,67.32319,0,3
287,66.18,66.7794,0,3
288,68.51,65.133606,0,3
289,59.879,57.043434,0,3
290,50.02,50.752216,0,3
291,66.718,66.822556,0,3
292,61.596,59.972786,0,3
293,54.665,56.141727,0,3
294,63.145,58.654064,0,3
295,66.18,60.641075,0,3
296,66.914,66.15376,0,3
297,64.15,65.70576,0,3
298,49.12,49.61524,0,3
299,63.145,59.472965,0,3
300,54.665,51.9613,0,3
301,50.72,49.760334,0,3
302,53.068,55.64741,0,3
303,51.967,60.88686,0,3
304,64.15,65.980064,0,3
305,68.51,65.51638,0,3
306,67.32,66.04986,0,3
307,47.963,48.32916,0,3
308,68.5,67.7089,0,3
309,46.553,48.616234,0,3
310,53.068,56.01157,0,3
311,64.15,65.63557,0,3
312,68.5,66.01108,0,3
313,47.991,49.126236,0,3
314,68.5,67.146194,0,3
315,47.963,48.122005,0,3
316,66.718,67.37521,0,3
317,68.51,64.557175,0,3
318,50.72,49.694607,0,3
319,66.718,66.98748,0,3
320,61.596,60.153797,0,3
321,49.157,50.464077,0,3
322,54.665,55.834873,0,3
323,50.363,51.06889,0,3
324,54.665,55.35586,0,3
325,47.991,50.139236,0,3
326,66.914,66.489136,0,3
327,59.879,60.670948,0,3
328,64.02,60.116962,0,3
329,52.035,56.26507,0,3
330,50.1,55.72308,0,3
331,50.363,50.6157,0,3
332,66.54,66.04114,0,3
333,64.15,65.48897,0,3
334,61.596,57.67187,0,3
335,49.12,48.252193,0,3
336,49.117,49.416794,0,4
337,56.844,55.546616,0,4
338,50.1,49.954563,0,4
339,50.1,47.77418,0,4
340,46.553,56.062042,0,4
341,68.5,66.2847,0,4
342,49.199,51.46399,0,4
343,47.991,49.297977,0,4
344,46.553,49.403084,0,4
345,54.665,48.343376,0,4
346,49.199,52.087585,0,4
347,66.718,64.82624,0,4
348,66.8,64.568504,0,4
349,52.035,57.43735,0,4
350,55.698,55.276505,0,4
351,64.728,64.56597,0,4
352,61.596,59.182938,0,4
353,66.718,66.46296,0,4
354,68.51,60.67183,0,4
